x,y,label,text
2.4784088,-6.569353,neutralny wydźwięk,"@USER @USER @USER Oczywiście, stąd taki wynik. Z Senegalem graliśmy w obronie 1-4-3-0, bo trzech nie wracało :P"
-59.334587,17.49405,pozytywny wydźwięk,@USER @USER To trzeba zapisać w pamięci telefonu😁😁😁😁
-52.96824,23.579216,pozytywny wydźwięk,@USER Młody @USER dzisiaj się żeni. Najlepszego dla Młodej Pary👍🏻👍🏻🥂🥂
18.967688,3.7092123,neutralny wydźwięk,"@USER Wszystko przez zagrożenie, ciągły stan gotowości, wojna idzie"
-47.56741,26.656876,pozytywny wydźwięk,"@USER Naaaaah, wtedy najbardziej Gucio o niego walczył, a jak dobrze wiemy, zazwyczaj to, co on zapowiada, kończy się na odwrót 😂"
40.55338,-38.013103,neutralny wydźwięk,@USER @USER Ale dlaczego głupi @USER  tłumaczy to jeszcze głupszemu @USER ?
1.8181102,-35.469593,neutralny wydźwięk,#Wypozyczeni Widzew - Znicz Pruszków 1:1.\nMarcin Pigiel rozegrał 90 minut.
-12.960633,55.037434,negatywny wydźwięk,"Polacy oczekują, że prawo będzie równe dla wszystkich bez względu na to, czy sprawca to osoba znana czy nie...\n\nhttps://t.co/FqzeCcTSea"
-1.3757943,-2.1843853,neutralny wydźwięk,@USER @USER Nie największą konpromitacją w powojennej historii to był Pana udział w obalaniu Premiera Olszewskiego. #N…
39.519768,14.611965,neutralny wydźwięk,@USER @USER I tak zmieni wersję ze trzy razy.
12.550501,31.06233,neutralny wydźwięk,"W wyniku kontuzji jakiej doznał w meczu pierwszej kolejki JPL ze Standardem, Vadis Odjidja wypada z gry na około trzy tygodnie."
-61.28113,22.272562,pozytywny wydźwięk,@USER Powiem tak: kto nie jadł ma czego żałować😁😁😁😁😁
41.65635,5.9701014,neutralny wydźwięk,@USER bardzo dobra decyzja z tym śmiesznym pseudodziennikarzem
23.5487,34.5473,neutralny wydźwięk,naprawdę chcę usiąść komuś na kolanka i wtulic się czyjąś szyję
14.495716,-21.01951,neutralny wydźwięk,"@USER @USER  zaskakująca zmiana trenera ? Przecież tylko o Jurciciu się ciągle mówi.Brawo dla tego \""dziennikarza\"""
23.530235,17.60703,neutralny wydźwięk,"@USER @USER @USER Rozumiem, że jutro w sejmie powie to pani protestującym. Załgane  pisowskie skurwysyny."
38.256992,24.817745,neutralny wydźwięk,@USER @USER Bądźcie wyrozumiali. Oglądając ten mecz naprawdę można doznać udaru.
-3.5091467,20.971777,negatywny wydźwięk,"@USER Nie zgadzam się żeby mieć tego pana w dupie, to nie moja bajka mieć chuja w dupie."
2.5297298,19.517618,neutralny wydźwięk,@USER @USER po komentarzach widać że dla tych dzieci nie ma już ratunku.Współczuje rodzicom.
-12.337901,23.210503,neutralny wydźwięk,@USER @USER @USER @USER @USER @USER Nie pisdzielstwo a komuna jebana  w dupe
21.305788,6.003861,neutralny wydźwięk,@USER Masz faszystowskie zabędy. Oczekuję swastyki w profilowym
-4.6436577,-9.4896,neutralny wydźwięk,"@USER Nie sądzę, żeby ktoś przystał na pomysł ozdabiania stadionu na stałe na nasz wyłączny koszt."
21.44351,-41.40306,neutralny wydźwięk,"@USER Mina typowo kocia: - O nie, znowu Ty?"
22.845472,-9.141259,neutralny wydźwięk,@USER @USER A jak tam sprawa z karnymi?? Były czy sędzia trochę pomógł? Na żywo ciężko było to ocenić  obiektywnie
-44.873146,-37.195107,pozytywny wydźwięk,"@USER Widze, że nawet murzyni są w fanclubie :)"
-50.379433,29.454618,pozytywny wydźwięk,@USER Pomyślę. Jeszcze się zastanowię.Nie pali się😁😁
-67.17903,16.106636,pozytywny wydźwięk,@USER od tego jest właśnie twitter 😉
24.801971,-33.453564,neutralny wydźwięk,"@USER Jest na Twitterze ktokolwiek, kto nie wrzucił tu alkoholowego żartu o Finlandii? #kreatywność"
41.615665,5.9731817,neutralny wydźwięk,@USER intymna relację z rydzykiem puścimy płazem
-4.452684,-3.4303994,neutralny wydźwięk,@USER takim tokiem rozumowania to nigdy nie ma kompletu bo zawsze znajdzie się ktoś kto nie przyszedł mimo biletu @USER
34.623623,-32.714104,neutralny wydźwięk,@USER @USER Wczoraj Dudę.przywital jakiś podrzędny minister a Tuska Pani Prezydent. Jakieś pytania?
-40.953323,-36.445072,pozytywny wydźwięk,@USER promujący mecz z Legią :) chyba że był jeszcze inny filmik :)
2.4847217,11.092385,neutralny wydźwięk,@USER @USER @USER Nikt ci niebroni śpiewać w tym komunikacie czy prowadzić dopingu. Wiec nierozumie krzykaczy co jada na skwk.
25.437222,-1.886845,neutralny wydźwięk,@USER Jeszcze spodnie powinni im zamienić na bryczesy.
-2.7204614,13.657256,neutralny wydźwięk,"@USER @USER Z Cymańskiego zrobił się taki stary buc, który już sam nie wie jak ma mówić. Ale w lawirowaniu niepokonany."
39.236397,30.487448,neutralny wydźwięk,"@USER @USER Wiem że mam rację, wypad z mojego TT"
17.832235,15.970447,neutralny wydźwięk,@USER @USER @USER Pani ma donośny głos bo jak się ma pusty łeb to dźwięk mocniej rezonuje. To wszystko.
11.149017,37.38607,neutralny wydźwięk,Kto mi podaje na tl imaginy z Brzozowskim
23.168102,27.726343,neutralny wydźwięk,"@USER @USER @USER Dokładnie, też miałam ze swoją niezle przeboje"
29.502115,-34.585262,neutralny wydźwięk,@USER Sługo komuny ile jeszcze jadu z Twego pyska się wyleje?
-49.13176,-36.03542,pozytywny wydźwięk,@USER Trzeba to zmienić koniecznie! :)
12.395813,-8.785576,neutralny wydźwięk,@USER Albo siłownię oddaj na cele Wisły co wtedy jadczak pocznie
-14.698454,58.943634,negatywny wydźwięk,"@USER Chłopie \""ogarnij sie i wyjedź z miasta\"". Pogódź się z wygraną PIS i nie kompromituj się..."
33.35533,-46.443287,neutralny wydźwięk,@USER Może pora skorzystać z porad specjalisty?
38.743523,16.543371,neutralny wydźwięk,"@USER @USER Kolejny, który myli nacjonalizm z szowinizmem."
29.950127,-32.46214,neutralny wydźwięk,@USER @USER Kiedy ten patologiczny kłamca skończy wreszcie opluwać Polaków i Polskę czy niema paragrafu na tę hienę?
36.665295,-6.8212423,neutralny wydźwięk,@USER @USER Kiedyś spadłem z drugiego piętra na główkę  i nic
37.840694,-36.768826,neutralny wydźwięk,@USER @USER @USER Hi hihi a co ty za baran jesteś?
-43.36617,-35.364685,pozytywny wydźwięk,@USER @USER no i oczywiście trenerem tam jest Kusia :)
26.24205,34.325867,neutralny wydźwięk,"1. Piwko wiśniowe teraz pije, z dzikiego sądu, bardzo dobre, polecam"
28.79379,-52.15407,neutralny wydźwięk,Czy liam z Dynastii jest jakimś oszustem czy coś???
-63.42187,22.09344,pozytywny wydźwięk,"@USER @USER byłam przy tym, więc zapewniam 😉"
-45.526886,-34.06206,pozytywny wydźwięk,@USER Moje to Łabojko i Milewski albo Gąska :)
9.284873,-8.658659,neutralny wydźwięk,@USER Rząd zaostrzy kary za znęcanie się nad zwierzętami. Od 3-5 lat więzienia; obowiązkowa nawiązka do 100 tys zł. Więcej jutro w @USER
-46.501587,-20.473099,pozytywny wydźwięk,"@USER @USER Nie no, nie rób sobie jaj. Piłka nie leci pół minuty, wtedy na podejmowanie decyzji jest za późno. ;)"
12.184974,29.902863,neutralny wydźwięk,"Glik: - Jestem od tygodnia w treningu. Byłem do dyspozycji trenera i gotowy, żeby zagrać."
-7.6458454,7.254757,neutralny wydźwięk,"@USER @USER Na palacza to nie działa, obawiam się."
36.687435,30.313025,neutralny wydźwięk,"@USER Ochlon czlowieku, takie wzmożenie, podniecenie dobre jest na krótką metę"
24.810562,33.628036,neutralny wydźwięk,"Wkurwiony jestem na tel, jest za gruby, tak jak ja i robi gorsze zdjecia  w trybie auto niz s7"
-20.079605,-4.6411347,neutralny wydźwięk,"@USER Aj, już to napisałeś, nie zauważyłam 2 części"
-56.782146,16.320423,pozytywny wydźwięk,@USER @USER Widzisz jak na nas działa hawajska 😂 wspólny wróg jednoczy 💪
-40.317482,6.662936,pozytywny wydźwięk,@USER Gdzie te cycki ? 😂
32.610714,-43.44882,neutralny wydźwięk,@USER Czyżby Filipiak zadzwonił z propozycją?
-17.136354,-4.7284856,neutralny wydźwięk,@USER Bo mi się nie podoba w takim wydaniu
-16.033747,-32.11682,negatywny wydźwięk,@USER A ja widzę taki tytuł: Brudziński narkomanem!! Chwalił się że gotuje kompot. Żądamy dymisji ministra narkomana!!!
-57.602467,17.606045,pozytywny wydźwięk,@USER @USER @USER @USER Widzisz dzięki mnie zyskasz przyjaciela 😂
35.714775,-4.418523,neutralny wydźwięk,@USER @USER teraz tylko czekać aż sprowadzi Lenartowskiego i Stano
2.9966655,17.063805,neutralny wydźwięk,@USER @USER @USER @USER @USER @USER Na projekcie czarny pasek nie kończy rękawa.
42.790157,7.2756743,neutralny wydźwięk,"@USER Ide siku, wracam i mnie obserwujesz"
51.10184,2.340153,neutralny wydźwięk,@USER @USER @USER Tego debila obserwuje 150 tyś @USER
29.826197,-7.028913,neutralny wydźwięk,@USER @USER To pewnie Mojica z Girony wskoczy do 11.
-54.702965,-15.230901,pozytywny wydźwięk,@USER A gdzie szalik Soplicy lub Pana Tadeusza ;-)
21.753788,35.004536,negatywny wydźwięk,jakim trzeba być zjebem zeby myśleć ze bedzie rehabilitacja dla osób ktorych nawet nie stać zeby dojechać
17.496714,-21.805098,neutralny wydźwięk,"@USER Sprzątam w pokoju, a mój brat przychodzi i takie ,,Wiki jak ładnie ścierasz kurz. Wyglądasz wtedy tak inteligentnie\"".\nUdusz…"
38.43374,-34.78033,neutralny wydźwięk,@USER @USER @USER Rozmawiacie? O czym ty bredzisz pajacu.
28.98753,11.447618,neutralny wydźwięk,@USER @USER czekasz pisowska gnido żeby cisza zapadła abyście mogli zamieść kolejna sprawę pod dywan? Niedoczekanie twoje.
-53.261734,-14.733683,pozytywny wydźwięk,"@USER @USER Dziękuję bardzo, już znalazłam rozwiązanie ;-)"
-5.3993425,-17.205587,neutralny wydźwięk,jaka drama oglądam say yes to the dress i panna młoda ukrywała pół życia przed ojcem że ma całą w rękę w tatuażach i on się wkurzył
-46.446804,28.35184,pozytywny wydźwięk,"@USER @USER @USER Cóż, moje związki z wojskiem ograniczają się do tego, że w podstawówce miałam zeszyt w moro 😯"
37.633667,24.161873,neutralny wydźwięk,@USER @USER @USER @USER Kosztem dziesiątków zamordowanych ludzi. Moje gratulacje.
27.775156,-2.2551537,neutralny wydźwięk,@USER @USER Btw. Hiszpański dziennikarz z Marki (2010) wtedy na Ronaldo zagłosowal.
-52.739212,-16.271257,pozytywny wydźwięk,@USER @USER Wziął babę do burdelu to mu wybiła z głowy burdel na całe życie ;-)
34.33618,20.417496,neutralny wydźwięk,"@USER @USER bysmy robili selfie stop, kasowali bo źle wyszly i od nowa"
14.067164,31.459366,neutralny wydźwięk,Okres czasu w chwili obecnej.
-9.926671,-32.59069,neutralny wydźwięk,"@USER Mistrza już mamy, na Ligę Mistrzów czekamy!"
15.592127,32.223503,neutralny wydźwięk,"Oho, Dinamo pokazało odrobinę Lecha Bjelicy."
-18.69019,3.6430502,neutralny wydźwięk,Nie nam wejścia na pendrive w moim aucie i nie mam jak muzyki słuchać
-16.580612,-0.746289,neutralny wydźwięk,"@USER Oddziały wojskowe zdelegalizowany ONR, śniło mi się"
37.0804,25.500889,neutralny wydźwięk,"@USER @USER Mimo wszystko - tanio, bardzo tanio. Chyba, że mają już kogoś na oku."
-35.586983,-30.50913,pozytywny wydźwięk,@USER @USER a ja się przyczepie !:D skład na Polską lige jest mocny więc nie ma co mówić że nie rzuca na kolana :)
-24.550323,49.12347,pozytywny wydźwięk,@USER Bo to francowate h....je są😁😁
10.322785,-4.16322,neutralny wydźwięk,@USER @USER niech zabieraja ale się boją że będzie zmiana i szpak będzie dziobał bociana
-3.8771117,7.815993,neutralny wydźwięk,@USER @USER Nic nie wiesz kobieto o Wielkiej Brytanii i nie wypowiadaj się na nieznane ci tematy.
-50.197094,23.410923,pozytywny wydźwięk,@USER Długo myślałeś nad odpowiedzią na te pytania. Ciekawe co żeś wymyślił przez tyle czasu 😂
21.445772,-6.848782,neutralny wydźwięk,"@USER Griezmann doprowadził swój zespół do MŚ, Hazard grał świetnie, ale o dobrych wynikach Belgii decydowały akcje innych zawodników."
-65.60946,17.277046,pozytywny wydźwięk,@USER No nie ma u nas szczęścia 😉
-15.225248,55.01529,negatywny wydźwięk,"@USER Jutro możemy szybko zapomnieć o bajce niemiecko-antyWiślackiej. Śpiewając po meczu \""Lidera mamy....\"""
-11.806905,60.79385,negatywny wydźwięk,"@USER Napisałam, on wyświetlił a nie odpisał więc..."
12.925976,-1.1160047,neutralny wydźwięk,@USER @USER Lektura?! To powinno być karalne.
3.8639646,33.904873,negatywny wydźwięk,"sędziów wściekła i zła kasta, chyba zaraz się pochlasta"
30.127237,-0.14201324,neutralny wydźwięk,@USER @USER Kiedyś to ktoś wyciągnie i będzie obora.
40.746708,-12.175383,neutralny wydźwięk,@USER Mogli sprzedawać psa z dywanem albo dywan z psem
24.54244,33.433746,neutralny wydźwięk,"Wstyd mi za to co ja odpierdalałam w wieku 11 lat, pojebana jakaś byłam, chce te czasy wymazać ze swojej pamięci."
-36.58662,-29.100231,pozytywny wydźwięk,@USER ale skąd te 26 spotkań w eurolidze ? Bo tutaj na pewno tyle nie zagrałaś :)
11.119474,-24.689829,neutralny wydźwięk,"2,1 mln widzów Alarmu! łącznie na TVP1 i TVP Info. Dziękujemy.\nPrawie 2 mln - Pensjonatu nad Rozlewiskiem w TVP1. \nUdany start nowości."
-42.879646,25.294737,pozytywny wydźwięk,"Banda patafianów z Caballero na czele na boisku, a zmieniamy Aguero na Higuaina. Drugi do zmiany Pavon. 😂"
-14.480294,-32.88612,neutralny wydźwięk,ŻYCZĘ WSZYSTKIM ABY CALI I ZDROWI WRÓCILI DO DOMÓW !! #dividetourwarsaw
40.287403,7.3387456,neutralny wydźwięk,Vega ze światka przestepczego donosi @USER ale to jest pojebane
37.898403,-2.6109602,neutralny wydźwięk,@USER Haha sprawdzę czy ma jakieś ukryte opcje
5.1010222,-30.238327,neutralny wydźwięk,"@USER @USER Uff już myślałem, że Cię popierdoliło xD"
5.621189,34.041553,neutralny wydźwięk,"Hahaha idziesz na dno endeku, caly dziennikarski swiat cie skreślił"
37.938545,-29.448137,neutralny wydźwięk,@USER @USER @USER @USER Cześć Mazurek. Znowu robisz za dyżurną idiotkę prezesa?
-7.333557,-19.347595,neutralny wydźwięk,A dzisiaj Zosia wpada wooooooohooo
11.694837,33.694775,neutralny wydźwięk,Historia jest jedna skurwysyny pisowskie
-45.764168,-16.894865,pozytywny wydźwięk,@USER @USER @USER Za to nasz wybitny Szymon M.byl ;)
40.876595,-15.089053,neutralny wydźwięk,@USER nieobrobiony. Na youtube będzie jutro.
23.261808,17.671354,neutralny wydźwięk,"@USER Bardzo mi przykro, że taka sytuacja w ogóle miała miejsce. Polska częściami jest prawdziwym ciemnogrodem."
-56.15622,7.1626215,pozytywny wydźwięk,@USER Tez jestem z września!!! Ja 20 😂
-41.60765,20.298584,pozytywny wydźwięk,"@USER dziękuję 😍 udało mi się w końcu, bo rok to wszystko trwało"
6.5423455,-38.100227,neutralny wydźwięk,"@USER @USER Powinna powstać flaga \"" \""T\""owarzystwo \""S\""harks"
-49.881218,26.869854,pozytywny wydźwięk,"Wychowały cię mass media, nie wysilał się twój mózg ✌🏻✌🏻"
37.54173,17.573097,neutralny wydźwięk,@USER @USER @USER Kłamca taki jak ty powinien być zdymisjonowany natychmiast.
-13.793797,56.932434,negatywny wydźwięk,@USER @USER Wypierdal..ć - to tobie już dwie żony powiedziały. A rudy zdrajca to co najwyżej może prosić o najniższy wymiar ka…
-40.166256,21.363739,pozytywny wydźwięk,"@USER @USER Jestem, za tym. Tylko nie jestem z WaWki, musieli by to zrobić Prawi z tych terenów 👍💪😎."
-54.662148,11.012016,pozytywny wydźwięk,@USER Dzien Dobry! ☀️ miłego dnia
35.933865,19.713549,neutralny wydźwięk,"@USER @USER @USER @USER Gol Arvydasa, dostałem info, że w raporcie sędziego też jest mu zapisany."
-55.33459,15.604665,pozytywny wydźwięk,@USER Hehehehehe.Karzdemu się morze zdazyć.😁😁😁😁Tym bardziej nalesnikowi😁😁😁
12.334084,36.88787,neutralny wydźwięk,Obejrzałam ten nowy film netflixa i jestem rozemocjonowana
-2.7470503,11.267491,neutralny wydźwięk,"@USER @USER Nie dociera, że Polacy was nie chcą? Proszę poszerzyć swój horyzont, wygląda, jakby patrzyła pani przez dziu…"
27.908646,4.081591,neutralny wydźwięk,"@USER @USER @USER @USER Myślę, że problem mógł być też ze słabą jakością względem wymagań finansowych."
-56.999634,11.321986,pozytywny wydźwięk,@USER Hehehehehe. Róża nawet niezła była.I co z niej wyrosło!😁😁😁
8.0087385,6.49346,neutralny wydźwięk,"@USER Biedna kobieto. Ale wiem, lansu nigdy dość"
-7.3108687,-33.699036,neutralny wydźwięk,jak Patryk Jaki wygra wybory w Warszawie oczyści stolicę z byłych UBECKICH funkcjonariuszy ! #woronicza17
25.986343,27.026646,neutralny wydźwięk,"@USER Kto będzie pił te mleko, gdzie będą jeździły tiry, meble, okna ty maly kogucie"
-41.26557,-36.696697,pozytywny wydźwięk,@USER ładne widoki :) udanego wypoczynku :)
28.203785,-9.085304,neutralny wydźwięk,@USER  gdyby go chcieli zwolnić to by po Łecznej wyleciał
-0.14265612,9.445738,neutralny wydźwięk,"@USER Wszyscy się obawiają, ale zapewne to będzie ich głównym argumentem."
-11.357363,18.033108,neutralny wydźwięk,@USER @USER z tego co kojarze to Arajuuri nie jest bramkarzem
-17.306688,-32.93267,pozytywny wydźwięk,@USER W Newsweeku jak w Psychiatryku !!! Tak było jest i będzie !!!!
-2.4106588,14.453049,neutralny wydźwięk,@USER @USER Ból dupy bo co roku puchary na wyciągnięcie ręki i coś nie mogą awansować.A dzięki Arce historia się pewnie powtórzy.
-41.401543,17.22841,pozytywny wydźwięk,@USER Dzień dobry! Miłego dnia Ci życzę x
31.904257,-47.34437,neutralny wydźwięk,@USER A skąd to wiadomo? Wyrył tam coś?
-36.45992,-21.574665,neutralny wydźwięk,@USER Jakiś lepszy cwaniak ;)\nhttps://t.co/VpTAeEZECY
-23.25557,50.373123,negatywny wydźwięk,"@USER Najlepsze rozmowy są z dziadkiem. Konkrety , po co i dlaczego. A jak  nie .....to dam Ci babcię. Skąd ja to znam ? 💪😀"
-48.552723,-34.22036,pozytywny wydźwięk,@USER no i po co było się wkurwiać :)
-15.543761,57.995434,negatywny wydźwięk,@USER @USER Te dwa punkty dałyby awans bezpośredni...
-36.145073,-32.714657,pozytywny wydźwięk,@USER @USER @USER Jak będzie grał jeszcze lepiej i dostanie oferty z lepszych klubów to znowu go ucho zaboli :)
-9.380521,-1.3149176,neutralny wydźwięk,"@USER To było dawno, jeszcze nie znali fotoszopa"
4.179039,6.885079,neutralny wydźwięk,@USER Media polskojęzyczne się ciebie wstydzą
8.112677,35.445255,neutralny wydźwięk,"Po czym poznać bolszewkia, po oburzeniu"
-6.5320044,-18.84609,neutralny wydźwięk,Ale spoko sama wymyśliłam cała kampanie i pani doktor wszystko widziała i kazała chłopakom czytać i puściła mi oczko girl power
-8.090818,-4.398406,neutralny wydźwięk,@USER @USER @USER Sąd nie uznał tych majtek za dowód
-5.343607,-14.474555,neutralny wydźwięk,@USER no i gdzie ten Kulenović ? Jak ktoś się zna na piłce to by wiedział że to nierealny transfer i by nie musiał usuwać postów
-38.04767,-35.366882,pozytywny wydźwięk,"@USER @USER @USER @USER No tak, walnął metr nad bramką z narożnika pola karnego :))"
-39.682755,7.3322115,pozytywny wydźwięk,@USER A widzieliście się wczesniej? 😂
53.60633,4.1314573,neutralny wydźwięk,"Jezus kocha pedofili, nekrofili a nawet @USER"
20.553263,5.387842,neutralny wydźwięk,"@USER @USER Bonkowski, udział Wąsika i kolegów w aferze reprywatyzacyjnej"
36.000546,21.667482,neutralny wydźwięk,"@USER A teraz pomyśl, że Gil na VAR-ze jest telewidzem tak jak my, a swoje zgarnie."
-13.076817,-5.8500323,neutralny wydźwięk,"Z całym szacunkiem zayn, ale wziąłbyś się za wydanie z2, a nie promowanie plecaków XD"
41.70718,3.535259,neutralny wydźwięk,@USER @USER Poproszę fotkę w kierunku publiczności
27.942293,21.89921,neutralny wydźwięk,"@USER @USER Wolę jeszcze poczekać z tą pewnością co do tego. Później możliwe, że będą kazać innym sektorom się jednoczyć."
28.217897,-11.216798,neutralny wydźwięk,@USER Równie dobrze mógłbym odpalić doniesienia prasowe.
28.508621,-32.774437,neutralny wydźwięk,"@USER Pawełku, zostałeś politykiem. To kiedy mogę napluć Ci w mordę?"
-39.806087,16.8673,pozytywny wydźwięk,@USER @USER Żeby było wygodniej wrzuciłam większość dotychczasowych do chwili 😉\n\nhttps://t.co/TnGrapLTqw\n\n#PlakatPolityczny
-1.6636573,21.458595,negatywny wydźwięk,"@USER Nie ma co być zawiedzionym. Pora zdać sobie sprawe, że jesteście zbieraniną palantów nie nadających się do niczego."
40.17927,26.10869,neutralny wydźwięk,"@USER Epoka postprawdy, ale dokladnie widzimy dekompozycję obozu rządzącego"
38.303772,29.490162,neutralny wydźwięk,"@USER @USER @USER to tak jak w ekstraklasie, niby Lech a jednak Amica"
-5.0063257,-15.998948,neutralny wydźwięk,@USER Komentarz raz a dwa słysząc trybuny zastanawiam się czy ten kto wymyślił mecze w pn obejrzał choć jeden
-3.4069905,1.6532034,neutralny wydźwięk,@USER ogarniam temat bo podawałem przykład tabeli za 2015 rok.A skład jakby nie patrzeć na polską lige to czołówka.
14.602339,-10.004745,neutralny wydźwięk,@USER @USER @USER Gorsi my też niebyli jak by var był w druga stronę to karny na 100%
-9.123999,-1.1123809,neutralny wydźwięk,@USER Wow ale odkrycie.Trudno żeby go nie było
39.508266,4.346364,neutralny wydźwięk,@USER @USER @USER Szczekać to mogą tacy jak ty #delegalizacja
-2.7880197,-17.978119,neutralny wydźwięk,widziałam mame Blowka w sklepie
34.56915,-1.0659359,neutralny wydźwięk,"@USER Jeśli chcesz to jasne, wyślę na dm"
-9.069869,20.822086,neutralny wydźwięk,@USER To tylko po to żeby podzielić się doświadczeniami w tej sprawie
9.606453,37.19704,neutralny wydźwięk,Also zawsze pozostaje mi nagrać wszystko na płytę tak jak ludzie robili to 1000 lat temu
29.997967,3.8208706,neutralny wydźwięk,"@USER hahaha. No tak, przy Leo mój bardziej przypomina chomika niż psa."
-35.09239,-34.009583,pozytywny wydźwięk,"@USER Wiem, o co chodzi, ale myślę, że A. Nawałka nie był specjalnie zachwycony, jak spojrzał na kadrę Chile na ten mecz :)"
-57.769585,14.446718,pozytywny wydźwięk,@USER A co mają poglądy do tego? No chyba że to proces polityczny😀😀😀😀
16.953308,-23.588312,neutralny wydźwięk,"Nowe chodnikowe powiedzonko brzmi:\n\nPierdolisz jak Morawiecki, realy.\n\n@USER @USER \n\nHybryda głupoty."
26.426636,9.730073,neutralny wydźwięk,@USER Ty pieprzony hipokryto. Najpierw rozwaliliście OZE a teraz mówicie o energetyce wiatrowej? Chyba z własnych wiatrów.
26.455544,14.430053,neutralny wydźwięk,"@USER @USER Dobra, dobra. Ciekawe co było wlane do baku. Wygląda na paliwo kosmiczne albo wino musujące."
33.939896,-45.32061,neutralny wydźwięk,@USER @USER na środku Zdzisław Kapka ?
36.252205,-16.613754,neutralny wydźwięk,@USER Terytotrislsi idą po małego Alfiego
38.208687,13.116649,neutralny wydźwięk,@USER Tak samo jak twoje brednie na TT sfrustrowany starcze.
-14.089134,-1.1421778,neutralny wydźwięk,@USER Wandzel chyba nie zauważył że to polskie kluby są tymi trzeciorzędnymi
10.71751,-19.721605,neutralny wydźwięk,"@USER @USER Sarenka na mrozie nie może,\nCzeka na ciepły oddech. \""\nLeśniczy ją głaszcze po udzie\nniech sie naje do syta"
37.753944,-32.925896,neutralny wydźwięk,@USER Czy to jest  jednostk plywająca?
24.327726,34.398514,neutralny wydźwięk,"babcie i dziadki z różami spisane z zarzutami, kibole rozjebali stadion a policja morda w kubeł"
32.407124,7.4495783,neutralny wydźwięk,"@USER To chuj z nim, pewnie ma kartę emeryta  i przepracowal w życiu 15 lat"
-51.848724,20.791565,pozytywny wydźwięk,@USER @USER Wystarczy wsadzić przeciwnikowi palec w dupe i już można zostać legendą 😂
18.781986,-24.725332,neutralny wydźwięk,Zakończmy to z wypierdem.\n\n@USER #NBAVOTE \n\nDaj RT. Każdy twój RT to głos na Marcina.
27.413864,-33.95265,neutralny wydźwięk,"@USER Może ogłuszyły go te korki od szampanów, które strzelały po podpisaniu kontraktu Sadloka z Jagiellonią ?"
24.256588,0.64225996,neutralny wydźwięk,@USER @USER @USER Ja bym poszedł dalej i manifestował wdzięczność syfilisowi.
-4.230562,16.06954,neutralny wydźwięk,@USER @USER No cóż. Widać że dziczy w Polsce nie brakuje
-16.88129,0.9164276,neutralny wydźwięk,oglądam film ze ślubu mojego brata i tonę we łzach co ze mną nie tak
3.8647835,-6.9917355,neutralny wydźwięk,@USER @USER Będą zwalniać więc szczęśliwcy będą mieli bardzo dużo czasu dla rodziny :P
31.034702,-40.105476,neutralny wydźwięk,@USER A ilu z nich weszło wyłącznie dlatego aby zareagować na wasze ciągłe łgarstwa?
19.341782,3.6596198,neutralny wydźwięk,"@USER Czarneckiego i Legutko, wybitni polscy żołnierze"
36.632137,4.345247,neutralny wydźwięk,@USER @USER a jak bedzie w rezerwach to rozwiązanie kontraktu i za darmo do Chin
-52.568096,26.689283,pozytywny wydźwięk,"@USER Jak nie za grę, to za wynik, ale dobrze, że wymagasz od siebie więcej 😁😜"
36.91866,-3.1203527,neutralny wydźwięk,@USER za jakiś czas i jego złapią
11.301346,-9.3367,neutralny wydźwięk,@USER @USER @USER chyba zapomniałaś jak wyzywaliście Głowackiego jak Wisła go nagradzała za rekordową liczbe występów
12.884388,30.720675,neutralny wydźwięk,Teraz Kinga Gajewska ze swoim nadprzyrodzonym iloczynen inteligencji w połączeniu z wybitnym talentem p. Czaskowskiego rozniosą p Jakiego.
-16.253069,59.29939,negatywny wydźwięk,Kto się jeszcze zaczepia na fejsie....
10.485173,-21.595861,neutralny wydźwięk,"@USER pies mi wpadł na pełnej kurwie do pokoju boże tak się przestraszyłam\nmyślałam, że już po mnie przyszło fbi"
-1.7275705,6.493787,neutralny wydźwięk,@USER @USER @USER @USER @USER Osti od powrotu do Jagi chyba w ogóle nie trenował z pierwszym zespołem.
-13.203121,19.347683,neutralny wydźwięk,@USER @USER ale skąd wiadomo że nie było ? Poza tym to taki okres że będą plotki więc nie można we wszystko wierzyć
-54.42953,25.488869,pozytywny wydźwięk,"@USER Czuję, że na kolejnych derbach będzie nowa przyśpiewka 😂"
-35.559006,-31.366966,pozytywny wydźwięk,@USER też Ci wyśle zaproszenie w najbliższym czasie to się kiedyś zmierzymy :)
-4.2788033,7.102172,neutralny wydźwięk,@USER @USER Nie podpinając się pod cudze sukcesy łachudro.
27.127466,-35.06829,neutralny wydźwięk,@USER @USER no i co z tego że na rok ? Wolałbyś żeby bronił bramkarz 10 razy gorszy tylko dlatego że ma kilkuletni kontrakt ?
36.480034,19.184242,neutralny wydźwięk,"@USER @USER I zostawił brata na czele PiSu, który doprowadził do kompletnej degradacji państwa i obywateli."
-57.726604,19.524986,pozytywny wydźwięk,@USER @USER Przecież on nawet komputera nie umie obsługiwać 😂
39.356903,11.813092,neutralny wydźwięk,"@USER Po maturze, chodziliśmy na carpaccio z tuńczyka."
-7.504856,-16.353706,neutralny wydźwięk,"Ambitni , ale malo prawdziwi"
10.893791,35.919403,neutralny wydźwięk,Tylko ludzie o wybitnym guście smakowym doceniają smak szpinaku
-64.0468,16.173504,pozytywny wydźwięk,@USER No właśnie o tym jest ten tweet 😄
